,County,Latitude,Longitude,Ocean Proximity,Population,Households,Average Income,Average House Value
4193,San Joaquin,37.97,-121.26,INLAND,2034,736,27944,60150
4194,San Joaquin,37.98,-121.26,INLAND,2935,1151,15523,54950
4195,San Joaquin,37.99,-121.26,INLAND,179,90,23333,87500
4196,San Joaquin,38.09,-121.26,INLAND,525,201,20625,155000
4197,San Joaquin,38.11,-121.26,INLAND,2544,949,36866,133000
4198,San Joaquin,38.12,-121.26,INLAND,1182,428,18575,73800
4199,San Joaquin,38.13,-121.26,INLAND,3279,1045,21532,75950
4200,San Joaquin,38.14,-121.26,INLAND,1823,654,35333,116800
4201,Sacramento,38.27,-121.26,INLAND,712,219,44125,144600
4202,Sacramento,38.64,-121.26,INLAND,415,160,48375,217400
4203,Sacramento,38.65,-121.26,INLAND,991,384,46484,270600
4204,Sacramento,38.66,-121.26,INLAND,1791,668,50982,172950
4205,Sacramento,38.67,-121.26,INLAND,905,361,42273,141800
4206,Sacramento,38.68,-121.26,INLAND,3143,1305,39764,150200
4207,Sacramento,38.69,-121.26,INLAND,1809,564,52586,137000
4208,Sacramento,38.7,-121.26,INLAND,3275,1178,43826,146600
4209,Placer,38.73,-121.26,INLAND,1527,540,53451,172100
4210,Placer,38.74,-121.26,INLAND,3526,1316,33941,135900
4211,Monterey,36.32,-121.25,<1H OCEAN,4601,1066,29184,100500
4212,San Joaquin,37.76,-121.25,INLAND,1292,391,34009,182400
4213,San Joaquin,37.92,-121.25,INLAND,1742,426,24097,66000
4214,San Joaquin,37.93,-121.25,INLAND,1734,400,20833,48300
4215,San Joaquin,37.94,-121.25,INLAND,1749,496,20534,60900
4216,San Joaquin,37.95,-121.25,INLAND,2592,774,20109,58750
4217,San Joaquin,37.96,-121.25,INLAND,1730,472,24866,68300
4218,San Joaquin,37.97,-121.25,INLAND,1562,499,19135,69050
4219,San Joaquin,37.98,-121.25,INLAND,1056,414,15329,48300
4220,San Joaquin,38.0,-121.25,INLAND,182,57,28958,135000
4221,San Joaquin,38.01,-121.25,INLAND,1053,557,26994,112500
4222,San Joaquin,38.03,-121.25,INLAND,859,315,66605,220700
4223,San Joaquin,38.04,-121.25,INLAND,1257,465,49861,201800
4224,San Joaquin,38.05,-121.25,INLAND,1035,361,35735,106800
4225,San Joaquin,38.07,-121.25,INLAND,1167,391,30592,152800
4226,San Joaquin,38.13,-121.25,INLAND,789,235,32993,91100
4227,San Joaquin,38.14,-121.25,INLAND,464,261,23000,133300
4228,Sacramento,38.64,-121.25,INLAND,902,360,56864,258700
4229,Sacramento,38.66,-121.25,INLAND,1616,550,50200,169600
4230,Sacramento,38.67,-121.25,INLAND,2407,941,42262,244300
4231,Sacramento,38.68,-121.25,INLAND,997,319,55816,205850
4232,Sacramento,38.69,-121.25,INLAND,2096,683,43585,123650
4233,Sacramento,38.7,-121.25,INLAND,1794,543,42464,144400
4234,Sacramento,38.71,-121.25,INLAND,1845,635,43009,143400
4235,Placer,38.72,-121.25,INLAND,6673,2057,48514,171050
4236,Placer,38.8,-121.25,INLAND,1974,705,55205,188700
4237,Nevada,39.17,-121.25,INLAND,411,176,21250,151800
4238,Plumas,40.27,-121.25,INLAND,28,16,26250,67500
4239,Monterey,36.33,-121.24,<1H OCEAN,1534,388,31222,125500
4240,Monterey,36.34,-121.24,<1H OCEAN,792,262,26648,164600
4241,San Joaquin,37.79,-121.24,INLAND,2553,805,40750,195000
4242,San Joaquin,37.81,-121.24,INLAND,2319,787,35595,161000
4243,San Joaquin,37.82,-121.24,INLAND,3378,945,51047,157900
4244,San Joaquin,37.9,-121.24,INLAND,20,6,26250,137500
4245,San Joaquin,37.93,-121.24,INLAND,960,245,20893,65000
4246,San Joaquin,37.94,-121.24,INLAND,1857,435,28705,113600
4247,San Joaquin,37.95,-121.24,INLAND,169,62,37734,63800
4248,San Joaquin,37.96,-121.24,INLAND,1739,489,23968,57700
4249,San Joaquin,37.97,-121.24,INLAND,517,188,21991,67200
4250,San Joaquin,37.98,-121.24,INLAND,236,103,11964,80400
4251,San Joaquin,38.0,-121.24,INLAND,721,304,24688,126800
4252,San Joaquin,38.01,-121.24,INLAND,790,300,24342,125000
4253,San Joaquin,38.22,-121.24,INLAND,1365,457,33929,113000
4254,Sacramento,38.63,-121.24,INLAND,3857,1494,72582,273200
4255,Sacramento,38.64,-121.24,INLAND,1657,667,52590,249400
4256,Sacramento,38.66,-121.24,INLAND,1329,429,62082,250300
4257,Sacramento,38.67,-121.24,INLAND,1742,581,40182,131700
4258,Sacramento,38.68,-121.24,INLAND,676,236,37426,135500
4259,Sacramento,38.7,-121.24,INLAND,1585,480,57133,166800
4260,Placer,38.72,-121.24,INLAND,1556,549,49000,203700
4261,Placer,38.75,-121.24,INLAND,3667,1294,54896,229600
4262,Placer,38.78,-121.24,INLAND,1298,505,21990,138800
4263,Placer,38.79,-121.24,INLAND,1769,697,34890,141700
4264,Placer,38.82,-121.24,INLAND,4819,1582,54498,217300
4265,Nevada,39.22,-121.24,INLAND,399,161,22917,145100
4266,Yuba,39.37,-121.24,INLAND,1387,530,23886,89400
4267,Butte,39.65,-121.24,INLAND,221,102,23684,62500
4268,Plumas,40.31,-121.24,INLAND,632,262,35962,93600
4269,Monterey,36.33,-121.23,<1H OCEAN,1858,457,30543,92400
4270,San Joaquin,37.78,-121.23,INLAND,149,49,48229,158300
4271,San Joaquin,37.79,-121.23,INLAND,2328,761,34274,117350
4272,San Joaquin,37.8,-121.23,INLAND,1155,533,22254,130800
4273,San Joaquin,37.81,-121.23,INLAND,3122,902,49011,143200
4274,San Joaquin,37.82,-121.23,INLAND,1897,548,48046,146900
4275,San Joaquin,37.84,-121.23,INLAND,713,225,40208,155700
4276,San Joaquin,37.87,-121.23,INLAND,59,26,36500,162500
4277,San Joaquin,37.92,-121.23,INLAND,315,99,18958,85700
4278,San Joaquin,37.94,-121.23,INLAND,77,49,11250,150000
4279,San Joaquin,37.95,-121.23,INLAND,1856,563,27104,74100
4280,San Joaquin,37.96,-121.23,INLAND,2868,984,16051,58200
4281,San Joaquin,37.98,-121.23,INLAND,373,131,50362,181300
4282,San Joaquin,37.99,-121.23,INLAND,226,72,55693,153100
4283,San Joaquin,38.04,-121.23,INLAND,677,243,61805,247900
4284,San Joaquin,38.09,-121.23,INLAND,236,83,64562,230000
4285,San Joaquin,38.11,-121.23,INLAND,240,69,36312,202800
4286,San Joaquin,38.12,-121.23,INLAND,134,57,39500,178100
4287,Sacramento,38.65,-121.23,INLAND,1349,480,46437,212900
4288,Sacramento,38.66,-121.23,INLAND,1334,515,48088,169500
4289,Sacramento,38.67,-121.23,INLAND,2432,948,38954,133000
4290,Sacramento,38.69,-121.23,INLAND,2357,849,39226,148700
4291,Sacramento,38.71,-121.23,INLAND,2227,675,48542,170500
4292,Placer,38.78,-121.23,INLAND,1513,783,20807,142600
4293,Placer,38.79,-121.23,INLAND,463,190,22292,92000
4294,Nevada,39.27,-121.23,INLAND,573,205,33603,162500
4295,Plumas,40.01,-121.23,INLAND,219,115,16250,75000
4296,Plumas,40.29,-121.23,INLAND,1501,582,21524,77100
4297,San Joaquin,37.72,-121.22,INLAND,1310,368,26368,165600
4298,San Joaquin,37.79,-121.22,INLAND,3581,1112,29006,125433
4299,San Joaquin,37.8,-121.22,INLAND,2487,842,19516,86800
4300,San Joaquin,37.81,-121.22,INLAND,2993,857,38252,123800
4301,San Joaquin,37.82,-121.22,INLAND,2740,937,31964,141500
4302,San Joaquin,37.93,-121.22,INLAND,206,73,47500,121400
4303,San Joaquin,37.95,-121.22,INLAND,629,170,28676,76900
4304,San Joaquin,37.96,-121.22,INLAND,2340,683,23062,64250
4305,San Joaquin,37.97,-121.22,INLAND,1121,337,24010,58400
4306,San Joaquin,38.0,-121.22,INLAND,783,285,28167,162100
4307,San Joaquin,38.04,-121.22,INLAND,116,49,55376,212500
4308,San Joaquin,38.16,-121.22,INLAND,2038,732,34750,151200
4309,Sacramento,38.4,-121.22,INLAND,1277,422,46989,213800
4310,Sacramento,38.43,-121.22,INLAND,934,336,45368,219300
4311,Sacramento,38.58,-121.22,INLAND,155,83,22330,55000
4312,Sacramento,38.67,-121.22,INLAND,700,227,40500,130700
4313,Sacramento,38.68,-121.22,INLAND,2954,1169,34506,139000
4314,Sacramento,38.71,-121.22,INLAND,818,276,44695,214700
4315,Placer,38.78,-121.22,INLAND,1312,409,63914,218000
4316,Placer,38.8,-121.22,INLAND,1390,477,35265,124800
4317,Placer,38.92,-121.22,INLAND,1206,429,44958,192600
4318,Nevada,39.11,-121.22,INLAND,660,228,30804,156800
4319,Yuba,39.43,-121.22,INLAND,1007,433,17000,92300
4320,Stanislaus,37.5,-121.21,INLAND,147,47,30000,162500
4321,San Joaquin,37.79,-121.21,INLAND,446,198,16724,96900
4322,San Joaquin,37.8,-121.21,INLAND,1758,702,22534,104000
4323,San Joaquin,37.81,-121.21,INLAND,4703,1459,44083,153433
4324,Sacramento,38.65,-121.21,INLAND,1413,505,56529,196000
4325,Sacramento,38.66,-121.21,INLAND,2829,990,54889,232300
4326,Sacramento,38.67,-121.21,INLAND,4437,1551,35802,128950
4327,Placer,38.75,-121.21,INLAND,2006,623,43962,264400
4328,Placer,38.76,-121.21,INLAND,792,286,31583,239200
4329,Placer,38.83,-121.21,INLAND,1758,603,35607,151900
4330,Nevada,39.24,-121.21,INLAND,1355,566,43702,226100
4331,Yuba,39.49,-121.21,INLAND,356,114,25568,77100
4332,Monterey,36.14,-121.2,<1H OCEAN,2337,664,39647,135000
4333,Stanislaus,37.6,-121.2,INLAND,1301,345,23173,86500
4334,San Joaquin,37.78,-121.2,INLAND,79,29,33750,106300
4335,San Joaquin,37.79,-121.2,INLAND,502,149,24798,101500
4336,San Joaquin,37.8,-121.2,INLAND,2610,934,38048,122633
4337,San Joaquin,37.81,-121.2,INLAND,193,72,73718,212500
4338,San Joaquin,37.83,-121.2,INLAND,1912,562,44423,161400
4339,San Joaquin,37.97,-121.2,INLAND,270,97,60582,157700
4340,San Joaquin,38.02,-121.2,INLAND,287,83,33882,125000
4341,Sacramento,38.28,-121.2,INLAND,999,305,39808,160200
4342,Sacramento,38.36,-121.2,INLAND,1402,432,38897,175700
4343,Sacramento,38.66,-121.2,INLAND,732,241,54700,204800
4344,Sacramento,38.67,-121.2,INLAND,2405,892,38352,143200
4345,Sacramento,38.68,-121.2,INLAND,938,369,34896,143800
4346,Sacramento,38.69,-121.2,INLAND,1603,595,27174,137500
4347,Sacramento,38.7,-121.2,INLAND,1379,463,43214,131700
4348,Placer,38.73,-121.2,INLAND,1931,616,77499,334800
4349,Nevada,39.2,-121.2,INLAND,554,184,29688,128300
4350,Nevada,39.23,-121.2,INLAND,955,418,52359,213300
4351,Nevada,39.25,-121.2,INLAND,376,141,43523,188200
4352,San Joaquin,37.81,-121.19,INLAND,1959,782,27321,175000
4353,San Joaquin,37.93,-121.19,INLAND,909,345,21513,99700
4354,San Joaquin,38.04,-121.19,INLAND,290,107,32250,177100
4355,San Joaquin,38.13,-121.19,INLAND,1085,444,37687,165200
4356,Sacramento,38.66,-121.19,INLAND,769,274,61185,179200
4357,Sacramento,38.67,-121.19,INLAND,773,277,48170,147000
4358,Sacramento,38.71,-121.19,INLAND,1520,627,32321,390800
4359,Placer,38.85,-121.19,INLAND,2268,716,44085,139400
4360,Placer,38.87,-121.19,INLAND,1405,519,60000,209400
4361,Placer,38.95,-121.19,INLAND,1199,412,45129,196300
4362,Nevada,39.05,-121.19,INLAND,520,178,39000,180400
4363,Butte,39.55,-121.19,INLAND,481,211,14896,83300
4364,Plumas,40.23,-121.19,INLAND,247,104,58453,193800
4365,Stanislaus,37.64,-121.18,INLAND,611,197,28750,187500
4366,San Joaquin,37.79,-121.18,INLAND,509,297,19464,112500
4367,San Joaquin,37.96,-121.18,INLAND,193,59,25625,146900
4368,San Joaquin,37.99,-121.18,INLAND,1459,478,24674,130900
4369,San Joaquin,38.07,-121.18,INLAND,1073,332,48125,161100
4370,Sacramento,38.67,-121.18,INLAND,945,426,23333,116000
4371,Sacramento,38.69,-121.18,INLAND,2772,920,63528,274500
4372,Placer,38.73,-121.18,INLAND,613,226,60302,273100
4373,Placer,38.75,-121.18,INLAND,1201,429,47941,247600
4374,Placer,38.78,-121.18,INLAND,1432,532,61642,277800
4375,Placer,38.8,-121.18,INLAND,1276,405,51857,220100
4376,Placer,38.83,-121.18,INLAND,2114,805,29484,124400
4377,Nevada,39.19,-121.18,INLAND,729,319,24688,138800
4378,Nevada,39.23,-121.18,INLAND,782,344,37125,175000
4379,Nevada,39.25,-121.18,INLAND,1208,479,43646,185900
4380,Nevada,39.26,-121.18,INLAND,352,121,35938,140300
4381,Modoc,41.31,-121.18,INLAND,829,313,24519,57500
4382,San Joaquin,37.82,-121.17,INLAND,1316,398,38472,197600
4383,San Joaquin,37.88,-121.17,INLAND,3082,239,35365,111800
4384,San Joaquin,37.97,-121.17,INLAND,769,229,36389,130400
4385,Sacramento,38.68,-121.17,INLAND,686,256,30000,121900
4386,Sacramento,38.69,-121.17,INLAND,2623,1139,56902,243200
4387,Sacramento,38.71,-121.17,INLAND,1040,562,25183,293300
4388,Placer,38.76,-121.17,INLAND,781,251,65322,394000
4389,San Joaquin,37.73,-121.16,INLAND,3006,915,34426,139000
4390,San Joaquin,38.03,-121.16,INLAND,201,51,14732,156300
4391,San Joaquin,38.16,-121.16,INLAND,999,316,24906,122500
4392,Sacramento,38.67,-121.16,INLAND,2827,1179,37796,159000
4393,Sacramento,38.68,-121.16,INLAND,1687,655,31161,131600
4394,Placer,38.74,-121.16,INLAND,1417,447,51721,237100
4395,Placer,38.75,-121.16,INLAND,315,111,84882,276600
4396,Nevada,39.18,-121.16,INLAND,462,185,31042,152000
4397,Modoc,41.78,-121.16,INLAND,1182,440,21434,44000
4398,San Joaquin,38.21,-121.15,INLAND,2164,699,40365,174200
4399,Sacramento,38.68,-121.15,INLAND,4583,1494,50159,189600
4400,Sacramento,38.69,-121.15,INLAND,6675,29,61359,225000
4401,Placer,38.8,-121.15,INLAND,745,314,41685,217500
4402,Placer,38.89,-121.15,INLAND,879,309,52903,239400
4403,Placer,38.91,-121.15,INLAND,787,299,42723,193100
4404,Placer,39.0,-121.15,INLAND,1872,680,43553,220600
4405,Nevada,39.23,-121.15,INLAND,1816,682,28102,144400
4406,Plumas,40.25,-121.15,INLAND,616,281,33462,145200
4407,San Luis Obispo,35.55,-121.14,NEAR OCEAN,1880,796,38019,271200
4408,Stanislaus,37.46,-121.14,INLAND,1592,491,52452,161900
4409,Stanislaus,37.47,-121.14,INLAND,1272,474,28833,115200
4410,Stanislaus,37.48,-121.14,INLAND,1011,331,37045,128100
4411,Stanislaus,37.52,-121.14,INLAND,586,214,31645,170800
4412,Stanislaus,37.7,-121.14,INLAND,751,225,32391,187500
4413,San Joaquin,38.16,-121.14,INLAND,1371,479,35774,113900
4414,Placer,38.77,-121.14,INLAND,3868,1300,64789,287800
4415,Placer,38.82,-121.14,INLAND,832,278,50700,233000
4416,Placer,38.84,-121.14,INLAND,1161,428,42143,236500
4417,Placer,38.92,-121.14,INLAND,889,299,46771,212000
4418,Nevada,39.1,-121.14,INLAND,629,214,50389,171500
4419,Plumas,39.86,-121.14,INLAND,638,244,22101,88800
4420,Plumas,40.29,-121.14,INLAND,384,172,16875,111500
4421,Monterey,36.2,-121.13,<1H OCEAN,1323,436,29559,163200
4422,Monterey,36.21,-121.13,<1H OCEAN,4166,1256,28099,115800
4423,Stanislaus,37.47,-121.13,INLAND,1559,443,21833,92700
4424,San Joaquin,37.73,-121.13,INLAND,667,235,33158,125900
4425,San Joaquin,37.74,-121.13,INLAND,1942,698,31752,107533
4426,Sacramento,38.37,-121.13,INLAND,478,155,70326,241100
4427,Sacramento,38.47,-121.13,INLAND,1041,428,36645,203400
4428,Sacramento,38.55,-121.13,INLAND,398,96,42031,212500
4429,Sacramento,38.66,-121.13,INLAND,4438,1470,62503,222500
4430,Placer,38.87,-121.13,INLAND,530,186,30917,128100
4431,Nevada,39.31,-121.13,INLAND,1693,619,28102,128900
4432,San Luis Obispo,35.58,-121.12,NEAR OCEAN,1298,626,34799,320800
4433,Monterey,36.21,-121.12,<1H OCEAN,1427,291,21107,76200
4434,Stanislaus,37.48,-121.12,INLAND,3062,713,32396,125200
4435,San Joaquin,37.73,-121.12,INLAND,573,210,23924,102200
4436,San Joaquin,38.0,-121.12,INLAND,505,141,34265,158900
4437,Placer,38.86,-121.12,INLAND,1683,686,33802,216500
4438,Nevada,39.03,-121.12,INLAND,388,142,36563,163500
4439,Nevada,39.2,-121.12,INLAND,681,221,30450,170400
4440,San Luis Obispo,35.52,-121.11,NEAR OCEAN,2239,972,32400,264600
4441,Stanislaus,37.43,-121.11,INLAND,227,75,25000,74200
4442,Stanislaus,37.47,-121.11,INLAND,913,330,35795,145600
4443,San Joaquin,37.74,-121.11,INLAND,1605,529,44213,182700
4444,San Joaquin,37.76,-121.11,INLAND,1252,397,41833,192100
4445,San Joaquin,38.04,-121.11,INLAND,471,178,29241,187500
4446,Placer,38.91,-121.11,INLAND,1149,403,40679,190500
4447,Placer,38.95,-121.11,INLAND,1830,844,18238,158600
4448,Nevada,39.09,-121.11,INLAND,508,190,23062,138800
4449,Lassen,41.07,-121.11,INLAND,761,250,27188,48100
4450,San Luis Obispo,35.6,-121.1,NEAR OCEAN,1309,520,32112,204500
4451,San Joaquin,37.8,-121.1,INLAND,958,340,33578,149000
4452,Sacramento,38.33,-121.1,INLAND,695,224,41974,157800
4453,Placer,38.92,-121.1,INLAND,1847,859,30321,135500
4454,Placer,38.94,-121.1,INLAND,706,112,10179,125000
4455,Placer,38.95,-121.1,INLAND,943,363,21287,55300
4456,Placer,39.0,-121.1,INLAND,505,187,50126,192300
4457,Nevada,39.08,-121.1,INLAND,602,209,25887,144400
4458,Nevada,39.15,-121.1,INLAND,354,140,40333,161500
4459,Stanislaus,37.33,-121.09,INLAND,329,96,17188,112500
4460,Stanislaus,37.56,-121.09,INLAND,1356,307,26705,91900
4461,Stanislaus,37.61,-121.09,INLAND,921,287,38864,171400
4462,Stanislaus,37.67,-121.09,INLAND,800,291,33482,220000
4463,San Joaquin,38.03,-121.09,INLAND,1021,359,45170,152200
4464,San Joaquin,38.19,-121.09,INLAND,358,141,24545,105000
4465,El Dorado,38.68,-121.09,INLAND,1949,659,47083,213300
4466,Placer,38.97,-121.09,INLAND,688,231,52536,191900
4467,Nevada,39.22,-121.09,INLAND,1045,419,26042,116700
4468,Nevada,39.23,-121.09,INLAND,1181,480,27813,109200
4469,Yuba,39.48,-121.09,INLAND,845,330,15603,78100
4470,Plumas,40.3,-121.09,INLAND,501,206,36477,113400
4471,Stanislaus,37.69,-121.08,INLAND,3559,1123,32246,129300
4472,El Dorado,38.67,-121.08,INLAND,1040,333,68440,239600
4473,Placer,38.85,-121.08,INLAND,1037,389,60000,220100
4474,Placer,38.89,-121.08,INLAND,1680,710,26701,139000
4475,Placer,38.9,-121.08,INLAND,1568,709,24273,138400
4476,Placer,38.93,-121.08,INLAND,1729,794,24278,167700
4477,Placer,38.95,-121.08,INLAND,1271,377,27463,156100
4478,Nevada,39.02,-121.08,INLAND,752,270,42031,209600
4479,Nevada,39.18,-121.08,INLAND,963,379,37426,162700
4480,Nevada,39.21,-121.08,INLAND,1319,583,24811,111800
4481,Nevada,39.22,-121.08,INLAND,1033,437,21419,105200
4482,Plumas,40.19,-121.08,INLAND,69,43,16944,137500
4483,Stanislaus,37.71,-121.07,INLAND,92,37,33750,212500
4484,El Dorado,38.66,-121.07,INLAND,813,269,46394,173400
4485,Placer,38.9,-121.07,INLAND,523,266,17375,122200
4486,Placer,38.92,-121.07,INLAND,2335,831,45150,164000
4487,Placer,38.94,-121.07,INLAND,839,297,47143,150700
4488,Nevada,39.04,-121.07,INLAND,884,333,45042,206400
4489,Nevada,39.05,-121.07,INLAND,827,287,36087,182100
4490,Nevada,39.09,-121.07,INLAND,892,299,28864,143100
4491,Nevada,39.13,-121.07,INLAND,1977,762,40848,155900
4492,Nevada,39.15,-121.07,INLAND,3002,1318,24726,143400
4493,Nevada,39.2,-121.07,INLAND,133,51,10000,90600
4494,Nevada,39.22,-121.07,INLAND,928,435,24250,121100
4495,Nevada,39.23,-121.07,INLAND,929,423,19886,113800
4496,Lassen,40.85,-121.07,INLAND,511,175,36641,80800
4497,San Benito,36.72,-121.06,INLAND,166,52,22132,100000
4498,Merced,37.18,-121.06,INLAND,1491,473,30909,123400
4499,Stanislaus,37.42,-121.06,INLAND,295,97,35000,73500
4500,Stanislaus,37.45,-121.06,INLAND,915,282,34464,162500
4501,Stanislaus,37.66,-121.06,INLAND,1993,596,46053,150100
4502,Stanislaus,37.67,-121.06,INLAND,383,129,34167,196900
4503,Stanislaus,37.7,-121.06,INLAND,4827,1722,34620,151900
4504,Stanislaus,37.73,-121.06,INLAND,1246,397,49236,155900
4505,San Joaquin,37.86,-121.06,INLAND,1258,324,26830,169400
4506,San Joaquin,38.25,-121.06,INLAND,301,104,36528,200000
4507,Sacramento,38.51,-121.06,INLAND,2354,931,68869,263100
4508,El Dorado,38.7,-121.06,INLAND,5001,1627,63140,228900
4509,Placer,38.88,-121.06,INLAND,3096,1227,42917,184300
4510,Placer,38.91,-121.06,INLAND,2954,1373,25373,143000
4511,Placer,38.98,-121.06,INLAND,1140,369,47019,212800
4512,Nevada,39.03,-121.06,INLAND,775,283,38417,187200
4513,Nevada,39.04,-121.06,INLAND,1218,507,48981,278350
4514,Nevada,39.21,-121.06,INLAND,637,299,22083,103900
4515,Nevada,39.22,-121.06,INLAND,837,391,23250,109700
4516,Nevada,39.23,-121.06,INLAND,982,512,21860,132700
4517,Nevada,39.25,-121.06,INLAND,1390,520,39537,172800
4518,Nevada,39.29,-121.06,INLAND,894,332,34028,171800
4519,Plumas,40.23,-121.06,INLAND,215,85,34844,143800
4520,Stanislaus,37.62,-121.05,INLAND,555,197,34125,125000
4521,Stanislaus,37.64,-121.05,INLAND,569,208,33516,150000
4522,Stanislaus,37.65,-121.05,INLAND,1760,519,45701,146400
4523,San Joaquin,37.93,-121.05,INLAND,1649,453,32750,156500
4524,San Joaquin,38.14,-121.05,INLAND,1544,511,29875,166300
4525,Placer,38.92,-121.05,INLAND,899,378,33021,158800
4526,Placer,38.97,-121.05,INLAND,1572,510,48214,201900
4527,Nevada,39.11,-121.05,INLAND,1143,382,36333,170200
4528,Nevada,39.13,-121.05,INLAND,1168,507,44375,185100
4529,Nevada,39.2,-121.05,INLAND,716,350,23125,108300
4530,Nevada,39.21,-121.05,INLAND,611,260,25350,117100
4531,Nevada,39.23,-121.05,INLAND,1053,390,15313,154900
4532,Stanislaus,37.3,-121.04,INLAND,1409,392,33824,115500
4533,Stanislaus,37.5,-121.04,INLAND,343,116,31875,129200
4534,Stanislaus,37.6,-121.04,INLAND,580,177,21875,82800
4535,Stanislaus,37.65,-121.04,INLAND,995,365,33567,129100
4536,Stanislaus,37.66,-121.04,INLAND,913,298,41705,162800
4537,Stanislaus,37.67,-121.04,INLAND,166,9,5360,162500
4538,Stanislaus,37.68,-121.04,INLAND,4762,1508,22028,87050
4539,Stanislaus,37.69,-121.04,INLAND,7714,2840,37774,178200
4540,Stanislaus,37.7,-121.04,INLAND,121,40,33036,197500
4541,San Joaquin,37.78,-121.04,INLAND,1466,473,25643,200000
4542,El Dorado,38.81,-121.04,INLAND,1456,544,39300,163400
4543,Placer,38.95,-121.04,INLAND,1009,407,27500,153200
4544,Placer,39.0,-121.04,INLAND,1874,693,48051,174300
4545,Nevada,39.08,-121.04,INLAND,1307,451,34630,201700
4546,Nevada,39.19,-121.04,INLAND,518,170,35859,144300
4547,Nevada,39.22,-121.04,INLAND,853,399,22500,112500
4548,Nevada,39.24,-121.04,INLAND,471,219,23125,125700
4549,Stanislaus,37.32,-121.03,INLAND,1457,551,22566,82100
4550,Stanislaus,37.33,-121.03,INLAND,730,229,30600,106000
4551,Stanislaus,37.55,-121.03,INLAND,624,173,19728,97900
4552,Stanislaus,37.62,-121.03,INLAND,1822,750,26754,79500
4553,Stanislaus,37.63,-121.03,INLAND,1490,570,30398,120000
4554,Stanislaus,37.64,-121.03,INLAND,1520,387,31480,102300
4555,Stanislaus,37.65,-121.03,INLAND,120,37,39844,150000
4556,Stanislaus,37.66,-121.03,INLAND,614,199,21528,75500
4557,Stanislaus,37.67,-121.03,INLAND,1468,441,31857,98300
4558,Stanislaus,37.68,-121.03,INLAND,3020,912,32212,110450
4559,Stanislaus,37.69,-121.03,INLAND,3233,1217,36348,141850
4560,Nevada,39.05,-121.03,INLAND,806,283,39185,195200
4561,Nevada,39.14,-121.03,INLAND,1275,511,40775,164500
4562,Nevada,39.21,-121.03,INLAND,1310,525,32337,123100
4563,Nevada,39.26,-121.03,INLAND,1422,606,24283,143100
4564,Nevada,39.37,-121.03,INLAND,1172,306,26341,85000
4565,Lassen,40.35,-121.03,INLAND,1977,754,21833,49500
